id_univoco_globale;IdBra;titolo;autore;strumento;volume;PercRadice;PercResto;PrimoLInk;TipoMulti;TipoDocu;ArchivioProvenienza;NumPag;NumOrig;IdVolume;IdAutore
9816;21673;In Your Own Sweet Way (w/8 bar interlude);;C,Bb,Eb;In Your Own Sweet Way (w-8 bar interlude).MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\In Your Own Sweet Way (w-8 bar interlude).MG1;BiaB;B;BiaB;;;;
9820;8075;In Your Quiet Place;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;209;;7974;
9822;21674;Inbjudan till Bohuslän;;C,Bb,Eb;Inbjudan Till Bohuslan Inbjud~1.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Inbjudan Till Bohuslan Inbjud~1.MGU;BiaB;B;BiaB;;;;
9823;21675;Inbjudan till Bohuslän;;C,Bb,Eb;Inbjudan Till Bohuslan Inbjud~2.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Inbjudan Till Bohuslan Inbjud~2.MGU;BiaB;B;BiaB;;;;
9824;21676;Inbjudan till Bohuslän;;C,Bb,Eb;Inbjudan Till Bohuslan.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Inbjudan Till Bohuslan.MGU;BiaB;B;BiaB;;;;
9827;8709;Incentive ;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;171;;8381;
9830;21677;Inchworm;;C,Bb,Eb;Inchworm.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Inchworm.MGU;BiaB;B;BiaB;;;;
9831;8076;Inchworm;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;203;;7974;
9838;8077;Indian Lady;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;204;;7974;
9846;21678;Indian Summer;;C,Bb,Eb;Indian Summer.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Indian Summer.MG1;BiaB;B;BiaB;;;;
9847;25895;Indian Summer;;Eb;Hal Leonard - vol.024 - Early Jazz Standards - Only Book Jazz Play-Along -.pdf;C:\JamsetPDF;\Hal Leonard\;P:\Hal Leonard\Hal Leonard - vol.024 - Early Jazz Standards - Only Book Jazz Play-Along -.pdf;PDF;B;Hal Leonard;43;;25884;
9858;21680;Indiana;;C,Bb,Eb;Indiana.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Indiana.MGU;BiaB;B;BiaB;;;;
9859;21679;Indiana;;C,Bb,Eb;Indiana.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Indiana.MG1;BiaB;B;BiaB;;;;
9860;29019;Indiana;;Eb;Aebersold - Vol. 100-1 Completo CBbEbBass.pdf;C:\JamsetPDF;\Aeber\Vol.100 - st.louis blues COMPLETO\;P:\Aeber\Vol.100 - st.louis blues COMPLETO\Aebersold - Vol. 100-1 Completo CBbEbBass.pdf;PDF;B;Aebersold;23;78;12442;
9861;8710;Indiana ;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;172;;8381;
9862;25899;Indiana;;Eb;Hal Leonard - vol.024 - Early Jazz Standards - Only Book Jazz Play-Along -.pdf;C:\JamsetPDF;\Hal Leonard\;P:\Hal Leonard\Hal Leonard - vol.024 - Early Jazz Standards - Only Book Jazz Play-Along -.pdf;PDF;B;Hal Leonard;45;;25884;
9868;9543;Indiana (Back Home Again in Indiana);;Eb;Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;PDF;B;Realbook;253;;9433;
9869;21682;Indiana (with Rests Garner Style);;C,Bb,Eb;Indiana (with Rests Garner Style).MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Indiana (with Rests Garner Style).MGU;BiaB;B;BiaB;;;;
9870;21681;Indiana guitar solo;;C,Bb,Eb;Indiana    guitar solo.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Indiana    guitar solo.MGU;BiaB;B;BiaB;;;;
9875;21683;Indifference;;C,Bb,Eb;Indifference.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Indifference.MGU;BiaB;B;BiaB;;;;
9878;21684;Infant Eyes;;C,Bb,Eb;Infant Eyes.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Infant Eyes.MG1;BiaB;B;BiaB;;;;
9882;28640;Infant Eyes;Wayne Shorter;Eb;Aebersold - Vol.33 - Wayne Shorter COMPL Bb Eb .pdf;C:\JamsetPDF;\Aeber\Vol.33 - Wayne Shorter Comp Bb\;P:\Aeber\Vol.33 - Wayne Shorter Comp Bb\Aebersold - Vol.33 - Wayne Shorter COMPL Bb Eb .pdf;PDF;B;Aebersold;40;4;12387;
9883;21685;Influencia do Jaz;;C,Bb,Eb;Influencia do Jaz.MG4;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Influencia do Jaz.MG4;BiaB;B;BiaB;;;;
9893;21686;Inner Urge;;C,Bb,Eb;Inner Urge.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Inner Urge.MGU;BiaB;B;BiaB;;;;
9894;9332;INNER URGE;;Eb;The New Real Book (Eb) Vol.3.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.3.pdf;PDF;B;Realbook;146;146;9236;
9895;8078;Inner Urge;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;205;;7974;
9900;29040;Inner Urge;Joe Henderson;Eb;Aebersold - Vol. 108 - [Joe Henderson] +Bb+Eb.pdf;C:\JamsetPDF;\Aeber\Vol.108 - Joe Henderson- Inner Urge COMPL\;P:\Aeber\Vol.108 - Joe Henderson- Inner Urge COMPL\Aebersold - Vol. 108 - [Joe Henderson] +Bb+Eb.pdf;PDF;B;Aebersold;36;3;12457;
9901;14229;"Inno Alla gioia;L.V.Beethoven-Trascrizione SWING per Big Band-Arr T. ONO";T. ONO;C,Bb,Eb;"Inno Alla gioia;L.V.Beethoven-Trascrizione SWING per Big Band-Arr T. ONO.mus";C:\JamsetPDF;\BBAVol2\;"P:\BBAVol2\Inno Alla gioia;L.V.Beethoven-Trascrizione SWING per Big Band-Arr T. ONO.mus";FIN;B;BIGBAND;;;;
9902;21687;Innocents - Steve Dobrogosz;;C,Bb,Eb;Innocents - Steve Dobrogosz.MG9;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Innocents - Steve Dobrogosz.MG9;BiaB;B;BiaB;;;;
9910;8079;Inside In;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;205;;7974;
9918;14372;Inside Straight Swing Interesante, Comp and Arr Strommen SIB;Strommen;C,Bb,Eb;Inside Straight Swing Interesante, Comp and Arr Strommen SIB;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Inside Straight Swing Interesante, Comp and Arr Strommen SIB;DIR;B;BIGBAND;;;;
9919;14373;Inside Straight-SCORE-arr Carl Strommen;Carl Strommen;C,Bb,Eb;Inside Straight-SCORE-arr Carl Strommen.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Inside Straight-SCORE-arr Carl Strommen.pdf;PDF;B;BIGBAND;;;;
9920;14374;INSTANT CONCERT-SCORE PARTS-arr Harold Walters;Harold Walters;C,Bb,Eb;INSTANT CONCERT-SCORE PARTS-arr Harold Walters.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\INSTANT CONCERT-SCORE PARTS-arr Harold Walters.pdf;PDF;B;BIGBAND;;;;
9921;24321;Inter Mural;;C,Bb,Eb;S4 50   -  Inter Mural.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 50   -  Inter Mural.MG6;BiaB;B;Biab;;;;
9922;24320;Inter Mural;;C,Bb,Eb;S4 50   -  Inter Mural S450.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 50   -  Inter Mural S450.MG6;BiaB;B;Biab;;;;
9923;24173;Inter Mural;;C,Bb,Eb;S4 50   -  Inter Mural.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 50   -  Inter Mural.MG6;BiaB;B;Biab;;;;
9924;24172;Inter Mural;;C,Bb,Eb;S4 50   -  Inter Mural S450.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 50   -  Inter Mural S450.MG6;BiaB;B;Biab;;;;
9925;24322;Inter-Galactic;;C,Bb,Eb;S4 48   -  Inter-galactic S448.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 48   -  Inter-galactic S448.MG6;BiaB;B;Biab;;;;
9926;24323;Inter-Galactic;;C,Bb,Eb;S4 48   -  Inter-galactic.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 48   -  Inter-galactic.MG6;BiaB;B;Biab;;;;
9927;24174;Inter-Galactic;;C,Bb,Eb;S4 48   -  Inter-galactic S448.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 48   -  Inter-galactic S448.MG6;BiaB;B;Biab;;;;
9928;24175;Inter-Galactic;;C,Bb,Eb;S4 48   -  Inter-galactic.MG6;C:\JamsetPDF;\BiabDBRicerca\BluesRockSolo\;O:\BiabDBRicerca\BluesRockSolo\S4 48   -  Inter-galactic.MG6;BiaB;B;Biab;;;;
9929;21688;Interlude - Billy Taylor;;C,Bb,Eb;Interlude - Billy Taylor.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Interlude - Billy Taylor.MG1;BiaB;B;BiaB;;;;
9934;21689;Intermission Riff;;C,Bb,Eb;Intermission  Riff.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Intermission  Riff.MGU;BiaB;B;BiaB;;;;
9935;27620;Intermission riff;;Eb;Hal Leonard - Vol.32 - Best of swing.pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - Vol.032 - Best of swing\;P:\Hal Leonard\Hal Leonard - Vol.032 - Best of swing\Hal Leonard - Vol.32 - Best of swing.pdf;PDF;B;Hal Leonard - multi strum;43;;27583;
9936;14375;Intermission Riff -RAy Wetzel Stan Kenton- FULL Big Band SCORE PARTS-arr Frank Comstock;Frank Comstock;C,Bb,Eb;Intermission Riff  -RAy Wetzel  Stan Kenton- FULL Big Band SCORE PARTS-arr Frank Comstock.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Intermission Riff  -RAy Wetzel  Stan Kenton- FULL Big Band SCORE PARTS-arr Frank Comstock.pdf;PDF;B;BIGBAND;;;;
9940;21690;Interplay;;C,Bb,Eb;Interplay.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Interplay.MG1;BiaB;B;BiaB;;;;
9941;8080;Interplay;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;206;;7974;
9944;21691;Interplay - Bill Evans;;C,Bb,Eb;Interplay - Bill Evans.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Interplay - Bill Evans.MG1;BiaB;B;BiaB;;;;
9945;24737;InTheMidnightHour;;C,Bb,Eb;InTheMidnightHour;C:\JamsetPDF;\SaxQ\;C:\SaxQ\InTheMidnightHour;DIR;B;BIGBAND;;;;
9946;24738;"InTheMood;Garland SCORE PARTS MUS PDF arr G.Parmigiani";G.Parmigiani;C,Bb,Eb;"InTheMood;Garland SCORE PARTS MUS PDF arr G.Parmigiani";C:\JamsetPDF;\SaxQ\;"C:\SaxQ\InTheMood;Garland SCORE PARTS MUS PDF arr G.Parmigiani";DIR;B;BIGBAND;;;;
9949;21692;Into It - Stan Getz;;C,Bb,Eb;Into It - Stan Getz.MG6;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Into It - Stan Getz.MG6;BiaB;B;BiaB;;;;
9952;8081;Intrepid Fox;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;207;;7974;
9973;21693;Invitation;;C,Bb,Eb;Invitation.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Invitation.MG1;BiaB;B;BiaB;;;;
9974;9333;INVITATION;;Eb;The New Real Book (Eb) Vol.3.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.3.pdf;PDF;B;Realbook;147;147;9236;
9975;8082;Invitation;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;210;;7974;
9976;25521;Invitation;;Eb;Hal Leonard - Vol.023 - Latin Jazz - book_Bb_Eb+mp3 Jazz Play-Along - .pdf;C:\JamsetPDF;\Hal Leonard\;P:\Hal Leonard\Hal Leonard - Vol.023 - Latin Jazz - book_Bb_Eb+mp3 Jazz Play-Along - .pdf;PDF;B;Hal Leonard;24;;25515;
9979;28598;Invitation;;Eb;Aebersold - Vol.34 Jam Session (C,Bb,Eb) (Aebersold, 1984) RIDOTTO.pdf;C:\JamsetPDF;\Aeber\Vol.34 - Jam Session COMPL\;P:\Aeber\Vol.34 - Jam Session COMPL\Aebersold - Vol.34 Jam Session (C,Bb,Eb) (Aebersold, 1984) RIDOTTO.pdf;PDF;B;Aebersold;64;26;12389;
9983;24619;Io Amo;;C,Bb,Eb;Ioamo.MGX;C:\JamsetPDF;\BiabDBRicerca\ItalianeLeggera\;O:\BiabDBRicerca\ItalianeLeggera\Ioamo.MGX;BiaB;B;Biab;;;24594;
9985;24620;IO HO IN IO HO IN MENTE TE;;C,Bb,Eb;Io_ho_in  Io Ho In Mente Te.MGX;C:\JamsetPDF;\BiabDBRicerca\ItalianeLeggera\;O:\BiabDBRicerca\ItalianeLeggera\Io_ho_in  Io Ho In Mente Te.MGX;BiaB;B;Biab;;;24594;
9986;24814;IO HO IN IO HO IN MENTE TE -Equipe 84;;C,Bb,Eb;IO HO IN MENTE TE -Equipe 84 (solo).MGX;C:\JamsetPDF;\BiabDBRicerca\ItalianeLeggera\;O:\BiabDBRicerca\ItalianeLeggera\IO HO IN MENTE TE -Equipe 84 (solo).MGX;BiaB;B;Biab;;;24594;
9987;21694;Ipanema, The Girl From;;C,Bb,Eb;Ipanema, The Girl From.MG4;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Ipanema, The Girl From.MG4;BiaB;B;BiaB;;;;
9990;8083;Iris;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;212;;7974;
9993;21695;Irish Stew [omit Pno];;C,Bb,Eb;Irish Stew [omit Pno].MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Irish Stew [omit Pno].MGU;BiaB;B;BiaB;;;;
10000;8552;Is It Really-True?;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;177;;8381;
10004;21696;Is That What Good Friends Do? Poppy Family;;C,Bb,Eb;Is That What Good Friends Do-     Poppy Family.MGB;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Is That What Good Friends Do-     Poppy Family.MGB;BiaB;B;BiaB;;;;
10008;14376;Isabel Maria-SCORE-arr Carl Strommen;Carl Strommen;C,Bb,Eb;Isabel Maria-SCORE-arr Carl Strommen.pdf;C:\JamsetPDF;\BBAVol3\;P:\BBAVol3\Isabel Maria-SCORE-arr Carl Strommen.pdf;PDF;B;BIGBAND;;;;
10019;30066;Isfahan;;Eb;Hal Leonard - Vol.72 - Classic Jazz Ballads Completo.pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - Vol.072 - Classic Jazz Ballads  Completo\;P:\Hal Leonard\Hal Leonard - Vol.072 - Classic Jazz Ballads  Completo\Hal Leonard - Vol.72 - Classic Jazz Ballads Completo.pdf;PDF;B;Hal Leonard - multi strum;27;;30059;
10020;9158;ISFAHAN;;Eb;The New Real Book (Eb) Vol.2.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.2.pdf;PDF;B;Realbook;135;;9023;
10026;8553;Island Birdie;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;176;;8381;
10027;21697;Island Birdie McCoy Tyner;;C,Bb,Eb;Island Birdie      McCoy  Tyner.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Island Birdie      McCoy  Tyner.MGU;BiaB;B;BiaB;;;;
10033;21698;Isn't It Romantic;;C,Bb,Eb;Isn't It Romantic.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isn't It Romantic.MG1;BiaB;B;BiaB;;;;
10034;8084;Isn't It Romantic;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;214;;7974;
10035;21699;Isn't It Romantic - Rodgers and Hart;;C,Bb,Eb;Isn't It Romantic - Rodgers And Hart.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isn't It Romantic - Rodgers And Hart.MGU;BiaB;B;BiaB;;;;
10039;9544;Isn't It Romantic?;;Eb;Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;PDF;B;Realbook;255;;9433;
10042;21700;Isn't she lovely;;C,Bb,Eb;Isn't She Lovely Isn'ts~1.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isn't She Lovely Isn'ts~1.MGU;BiaB;B;BiaB;;;;
10043;21702;Isn't she lovely;;C,Bb,Eb;Isn't She Lovely.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isn't She Lovely.MGU;BiaB;B;BiaB;;;;
10044;21701;Isn't She Lovely;;C,Bb,Eb;Isn't She Lovely.MGA;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isn't She Lovely.MGA;BiaB;B;BiaB;;;;
10045;13938;Isn't She lovely;;C,Bb,Eb;Isn't She lovely.pdf;C:\JamsetPDF;\BBAVol1\;P:\BBAVol1\Isn't She lovely.pdf;PDF;B;BIGBAND;;;;
10049;27816;isn't she lovely;Stevie Wonder;Eb;stevie wonder jazz play along (hal leonard).pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - vol.052 stevie wonder jazz play-along pdf + mp3\;P:\Hal Leonard\Hal Leonard - vol.052 stevie wonder jazz play-along pdf + mp3\stevie wonder jazz play along (hal leonard).pdf;PDF;B;Hal Leonard - multi strum;46;;27780;
10051;13939;Isn'tSheLovely-Parts;;C,Bb,Eb;Isn'tSheLovely-Parts.pdf;C:\JamsetPDF;\BBAVol1\;P:\BBAVol1\Isn'tSheLovely-Parts.pdf;PDF;B;BIGBAND;;;;
10054;9334;ISOAR;;Eb;The New Real Book (Eb) Vol.3.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.3.pdf;PDF;B;Realbook;149;149;9236;
10059;21703;Isotope;;C,Bb,Eb;Isotope.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isotope.MG1;BiaB;B;BiaB;;;;
10060;21704;Isotope;;C,Bb,Eb;Isotope.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Isotope.MGU;BiaB;B;BiaB;;;;
10061;8085;Isotope;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;215;;7974;
10062;9335;ISOTOPE;;Eb;The New Real Book (Eb) Vol.3.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.3.pdf;PDF;B;Realbook;151;151;9236;
10067;29044;Isotope;Joe Henderson;Eb;Aebersold - Vol. 108 - [Joe Henderson] +Bb+Eb.pdf;C:\JamsetPDF;\Aeber\Vol.108 - Joe Henderson- Inner Urge COMPL\;P:\Aeber\Vol.108 - Joe Henderson- Inner Urge COMPL\Aebersold - Vol. 108 - [Joe Henderson] +Bb+Eb.pdf;PDF;B;Aebersold;41;7;12457;
10076;21705;Israel;;C,Bb,Eb;Israel.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Israel.MG1;BiaB;B;BiaB;;;;
10077;8086;Israel;;Eb;Real Book1 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book1 Eb.pdf;PDF;B;Realbook;216;;7974;
10078;25449;Israel;;Eb;Hal Leonard - Vol.12 - Essential Jazz Classics.pdf;C:\JamsetPDF;\Hal Leonard\Hal Leonard - Vol.012 - Essential Jazz Classics-Completo\;P:\Hal Leonard\Hal Leonard - Vol.012 - Essential Jazz Classics-Completo\Hal Leonard - Vol.12 - Essential Jazz Classics.pdf;PDF;B;Hal Leonard;36;;25437;
10079;25241;Israel;Miles Davis;C,Bb,Eb;Hal Leonard - Davis, Miles - Birth Of The Cool - Concert Band Transcriptions - Hal Leonard.pdf;C:\JamsetPDF;\Hal Leonard\;P:\Hal Leonard\Hal Leonard - Davis, Miles - Birth Of The Cool - Concert Band Transcriptions - Hal Leonard.pdf;PDF;B;Hal Leonard Partiture;63;;25235;
10081;21706;Istanbul - Nat Simon '53;;C,Bb,Eb;Istanbul - Nat Simon '53.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\Istanbul - Nat Simon '53.MGU;BiaB;B;BiaB;;;;
10083;21707;It Aint Necessarily So - George+Ira Gerswin;;C,Bb,Eb;It Aint Necessarily So - George+ira Gerswin.MG6;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\It Aint Necessarily So - George+ira Gerswin.MG6;BiaB;B;BiaB;;;;
10087;9546;It All Depends on You;;Eb;Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;PDF;B;Realbook;261;;9433;
10090;9336;IT ALWAYS IS;;Eb;The New Real Book (Eb) Vol.3.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\The New Real Book (Eb) Vol.3.pdf;PDF;B;Realbook;152;152;9236;
10091;21708;IT CAME UPON THE MIDNIGHT CLEAR;;C,Bb,Eb;IT CAME UPON THE MIDNIGHT CLEAR.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\IT CAME UPON THE MIDNIGHT CLEAR.MGU;BiaB;B;BiaB;;;;
10098;21709;It Could Happen To You;;C,Bb,Eb;It Could Happen To You.MG1;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\It Could Happen To You.MG1;BiaB;B;BiaB;;;;
10099;21710;It Could Happen To You;;C,Bb,Eb;It Could Happen To You.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\It Could Happen To You.MGU;BiaB;B;BiaB;;;;
10100;9547;It Could Happen to You;;Eb;Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Hal Leonard real jazz standards fake book - Eb edition - hal leonard.pdf;PDF;B;Realbook;263;;9433;
10101;8554;It Could Happen To You;;Eb;Real Book2 Eb.pdf;C:\JamsetPDF;\PDF REAL BOOK\BookEb\;P:\PDF REAL BOOK\BookEb\Real Book2 Eb.pdf;PDF;B;Realbook;178;;8381;
10103;21711;It Could Happen To You - Burke/VanHeusen;;C,Bb,Eb;It Could Happen To You - Burke-vanheusen.MGU;C:\JamsetPDF;\BiabDBRicerca\EnciEBbSongs\;O:\BiabDBRicerca\EnciEBbSongs\It Could Happen To You - Burke-vanheusen.MGU;BiaB;B;BiaB;;;;
